CustomerID,Name,Gender,Age,SignupDate,City,Country,Email,AnnualIncome,PurchaseAmount,LoyaltyTier,HasIQROutlier,Purchase_Is_Negative
CUST-00804,Jessica Martin,Other,26,2021-03-29,Houston,Canada,jessica.martin804@example.com,75865.28,146.61,Gold,False,False
CUST-02401,Jennifer Martinez,Male,33,2021-10-15,San Antonio,Canada,jennifer.martinez2401@example.com,72895.97,0.85,Gold,False,False
CUST-02842,Patricia Thomas,Male,19,2023-07-01,Dallas,USA,patricia.thomas2842@example.com,97157.77,221.39,Bronze,False,False
CUST-00521,Richard Lopez,Male,33,2023-07-24,San Diego,Australia,,111509.87,48.58,Gold,False,False
CUST-01489,Richard Martinez,Female,54,2021-08-16,New York,Australia,richard.martinez1489@example.com,58496.22,86.4,Silver,False,False
CUST-02299,Elizabeth Hernandez,Female,21,2024-03-16,San Antonio,USA,elizabeth.hernandez2299@example.com,66291.97,275.77,Silver,False,False
CUST-00996,Thomas Williams,Male,26,2024-03-23,New York,Canada,thomas.williams996@example.com,42272.92,35.2,Silver,False,False
CUST-02511,Karen Miller,Male,67,2021-08-17,Philadelphia,Australia,karen.miller2511@example.com,40617.97,19.02,Silver,False,False
CUST-00318,Linda Garcia,Female,56,2024-08-25,Los Angeles,USA,linda.garcia318@example.com,87379.45,175.05,Silver,False,False
CUST-01873,Elizabeth Jones,Female,42,2021-07-12,San Antonio,USA,elizabeth.jones1873@example.com,30944.85,263.03,Gold,False,False
CUST-02700,Nancy Anderson,Female,20,2021-11-25,San Diego,United Kingdom,nancy.anderson2700@example.com,75773.8,171.67,Gold,False,False
CUST-01246,Elizabeth Miller,Female,39,2023-08-27,Philadelphia,Australia,elizabeth.miller1246@example.com,78561.89,102.41,Silver,False,False
CUST-02224,David Williams,,36,2021-08-01,Philadelphia,Canada,david.williams2224@example.com,52035.18,119.85,Gold,False,False
CUST-01811,Richard Brown,Male,40,2024-11-08,Phoenix,Australia,richard.brown1811@example.com,61885.19,124.88,Gold,False,False
CUST-00757,Sarah Martin,Female,68,2023-04-20,Philadelphia,United Kingdom,sarah.martin757@example.com,76337.71,145.87,Gold,False,False
CUST-00449,Richard Rodriguez,Other,26,2023-09-02,Austin,Australia,richard.rodriguez449@example.com,32661.05,119.26,Bronze,False,False
CUST-00748,Richard Taylor,Female,21,2022-01-11,Chicago,USA,richard.taylor748@example.com,39062.6,100.76,Gold,False,False
CUST-01487,John Martin,Male,61,2024-07-20,Los Angeles,Australia,john.martin1487@example.com,999999999.0,235.38,Bronze,True,False
CUST-00910,Thomas Jackson,Female,40,2021-12-29,Philadelphia,Australia,thomas.jackson910@example.com,63175.49,145.03,Gold,False,False
CUST-02875,Betty Williams,Other,45,2022-05-14,Los Angeles,Australia,betty.williams2875@example.com,65930.62,263.62,Silver,False,False
CUST-00131,Susan Smith,Male,16,2024-07-11,Austin,Australia,susan.smith131@example.com,74704.26,32.33,Bronze,False,False
CUST-02375,Charles Thomas,Male,48,2022-08-24,Houston,United Kingdom,,65182.38,29.76,Bronze,False,False
CUST-01733,David Martinez,Female,57,2024-03-02,Los Angeles,United Kingdom,david.martinez1733@example.com,31328.3,136.06,Gold,False,False
CUST-00781,Charles Rodriguez,Female,40,2022-04-16,Houston,Australia,charles.rodriguez781@example.com,53909.18,190.68,Gold,False,False
CUST-02659,Daniel Hernandez,Female,58,2023-10-22,Philadelphia,Australia,daniel.hernandez2659@example.com,55420.86,210.05,Bronze,False,False
CUST-01757,Charles Johnson,Female,21,2023-01-14,Austin,Canada,charles.johnson1757@example.com,34183.09,195.72,Gold,False,False
CUST-02950,Daniel Martin,Female,40,2024-09-28,Chicago,USA,daniel.martin2950@example.com,50022.33,63.5,Silver,False,False
CUST-02504,Patricia Moore,Female,22,2024-12-17,Houston,USA,patricia.moore2504@example.com,28022.09,180.99,Silver,False,False
CUST-02329,Robert Brown,Male,46,2023-09-21,Philadelphia,USA,robert.brown2329@example.com,40150.25,261.67,Silver,False,False
CUST-01218,Lisa Gonzalez,Female,40,2022-12-17,San Diego,United Kingdom,lisa.gonzalez1218@example.com,51132.26,91.16,Silver,False,False
CUST-00764,James Jackson,Female,39,2021-09-01,Philadelphia,Canada,james.jackson764@example.com,20840.44,106.06,Gold,False,False
CUST-01102,Jennifer Thomas,Female,50,2021-01-28,Phoenix,Australia,jennifer.thomas1102@example.com,61885.19,209.13,Silver,False,False
CUST-01351,Linda Moore,Female,43,2023-04-24,Los Angeles,United Kingdom,,65467.23,230.95,Gold,False,False
CUST-00319,William Rodriguez,Female,65,2022-05-18,New York,United Kingdom,william.rodriguez319@example.com,44188.99,93.55,Bronze,False,False
CUST-00635,Betty Williams,Other,40,2024-06-03,San Antonio,United Kingdom,betty.williams635@example.com,61565.18,208.46,Gold,False,False
CUST-02253,David Martinez,Female,26,2023-09-30,Chicago,USA,david.martinez2253@example.com,55099.63,121.21,Gold,False,False
CUST-01116,Betty Martinez,Female,47,2021-09-29,New York,Canada,betty.martinez1116@example.com,31107.91,144.19,Bronze,False,False
CUST-02663,Daniel Gonzalez,Female,32,2024-12-25,New York,USA,daniel.gonzalez2663@example.com,41895.13,166.81,Silver,False,False
CUST-00217,Karen Rodriguez,Female,17,2023-12-23,Phoenix,Australia,karen.rodriguez217@example.com,61099.96,3.62,Gold,False,False
CUST-00365,Mary Garcia,Female,53,2024-07-31,Dallas,United Kingdom,mary.garcia365@example.com,23754.76,245.5,Gold,False,False
CUST-00232,David Martin,Other,31,2022-10-30,Chicago,Australia,david.martin232@example.com,74690.41,301.44,Silver,False,False
CUST-01007,David Gonzalez,Female,19,2022-02-14,New York,Australia,david.gonzalez1007@example.com,75923.58,186.32,Bronze,False,False
CUST-00677,Joseph Martin,Female,32,2022-08-28,San Diego,Australia,,37803.14,166.05,Bronze,False,False
CUST-02882,Charles Williams,Male,40,2021-02-19,San Antonio,Canada,charles.williams2882@example.com,35291.34,132.6,Bronze,False,False
CUST-02635,Betty Martin,Male,39,2022-03-22,Houston,USA,betty.martin2635@example.com,38257.62,154.81,Silver,False,False
CUST-00928,David Jackson,Male,27,2022-07-13,Los Angeles,USA,david.jackson928@example.com,57260.4,191.11,Silver,False,False
CUST-01497,Susan Thomas,Male,58,2021-10-06,Los Angeles,Australia,susan.thomas1497@example.com,68422.44,114.38,Gold,False,False
CUST-01912,Matthew Brown,Male,21,2023-12-28,Chicago,Australia,matthew.brown1912@example.com,64216.39,110.96,Gold,False,False
CUST-00975,Richard Williams,Male,16,2021-05-29,Philadelphia,United Kingdom,richard.williams975@example.com,62788.76,319.85,Bronze,False,False
CUST-00801,Jessica Jackson,Male,56,2022-09-15,San Antonio,Australia,jessica.jackson801@example.com,38590.46,144.19,Gold,False,False
CUST-02655,James Garcia,Female,37,2023-12-01,New York,United Kingdom,james.garcia2655@example.com,71306.15,155.22,Gold,False,False
CUST-00347,Susan Jones,Male,37,2024-03-06,Los Angeles,USA,susan.jones347@example.com,77118.01,85.93,Gold,False,False
CUST-00877,Patricia Gonzalez,,40,2024-08-08,San Diego,United Kingdom,patricia.gonzalez877@example.com,64148.12,80.04,Bronze,False,False
CUST-01891,John Miller,Male,57,2023-12-14,Los Angeles,Australia,john.miller1891@example.com,64246.3,270.94,Gold,False,False
CUST-00235,Jessica Lopez,Female,16,2021-11-05,Dallas,Canada,jessica.lopez235@example.com,66721.66,276.41,Gold,False,False
CUST-01471,Linda Anderson,Male,42,2023-11-29,San Diego,Canada,linda.anderson1471@example.com,53607.23,72.74,Silver,False,False
CUST-00737,Jennifer Martin,Female,17,2023-06-06,Phoenix,United Kingdom,jennifer.martin737@example.com,96236.8,267.17,Silver,False,False
CUST-02569,Jessica Taylor,Female,36,2021-09-18,San Antonio,Canada,jessica.taylor2569@example.com,66113.21,166.91,Silver,False,False
CUST-02861,Jessica Jackson,Female,55,2022-02-15,Phoenix,USA,jessica.jackson2861@example.com,66305.69,86.93,Silver,False,False
CUST-01323,Sarah Martinez,Female,37,2021-09-11,Austin,Canada,sarah.martinez1323@example.com,60584.86,73.33,Bronze,False,False
CUST-02276,Lisa Jackson,Male,32,2021-09-23,Philadelphia,Australia,lisa.jackson2276@example.com,61885.19,65.58,Silver,False,False
CUST-01704,Linda Moore,Male,16,2022-08-25,Houston,Canada,linda.moore1704@example.com,42849.94,139.16,Gold,False,False
CUST-02934,Jessica Johnson,Female,26,2024-01-26,Chicago,USA,,83498.98,164.77,Gold,False,False
CUST-01156,Thomas Lopez,Male,40,2021-10-11,Dallas,USA,thomas.lopez1156@example.com,41990.99,150.27,Silver,False,False
CUST-01381,John Wilson,Female,36,2023-02-08,New York,United Kingdom,john.wilson1381@example.com,73580.19,126.38,Silver,False,False
CUST-02764,Michael Miller,Male,46,2022-04-02,Philadelphia,United Kingdom,,61885.19,70.47,Silver,False,False
CUST-00920,Elizabeth Rodriguez,,52,2022-12-18,Philadelphia,United Kingdom,elizabeth.rodriguez920@example.com,49818.92,73.69,Gold,False,False
CUST-02962,Jennifer Williams,Other,36,2022-12-01,Phoenix,USA,jennifer.williams2962@example.com,42002.57,114.91,Bronze,False,False
CUST-02069,Patricia Martin,Female,43,2023-11-22,Dallas,Australia,patricia.martin2069@example.com,61143.0,158.98,Gold,False,False
CUST-02453,Mary Taylor,Male,43,2022-04-10,Houston,United Kingdom,mary.taylor2453@example.com,89221.24,135.69,Silver,False,False
CUST-01795,Matthew Taylor,Female,45,2024-01-20,San Diego,Australia,,91780.48,187.92,Gold,False,False
CUST-02720,Betty Thomas,Male,41,2024-03-26,New York,USA,betty.thomas2720@example.com,77704.03,311.61,Bronze,False,False
CUST-02137,Betty Anderson,Male,50,2023-03-20,Philadelphia,Canada,betty.anderson2137@example.com,52853.21,197.92,Gold,False,False
CUST-00762,Michael Anderson,Female,45,2023-06-24,Chicago,United Kingdom,michael.anderson762@example.com,59387.97,201.35,Silver,False,False
CUST-02395,Mary Wilson,Female,52,2021-05-26,Phoenix,USA,,47541.26,18.91,Gold,False,False
CUST-01328,Nancy Hernandez,Male,57,2024-08-12,Austin,Canada,nancy.hernandez1328@example.com,46200.21,169.4,Silver,False,False
CUST-00078,Betty Lopez,Male,44,2024-06-21,Austin,United Kingdom,betty.lopez78@example.com,52984.52,207.66,Gold,False,False
CUST-01509,Michael Anderson,Male,67,2022-08-18,Phoenix,Canada,michael.anderson1509@example.com,32917.63,184.63,Gold,False,False
CUST-02852,Linda Thomas,Female,25,2023-11-23,Phoenix,United Kingdom,linda.thomas2852@example.com,77786.21,124.43,Gold,False,False
CUST-02633,Karen Jones,Female,16,2023-01-28,Houston,Canada,karen.jones2633@example.com,102158.39,102.91,Silver,False,False
CUST-00248,Thomas Lopez,Female,59,2023-09-22,Phoenix,United Kingdom,thomas.lopez248@example.com,51382.84,75.81,Silver,False,False
CUST-00038,Patricia Rodriguez,Male,49,2022-11-01,San Antonio,Australia,patricia.rodriguez38@example.com,42370.58,161.6,Gold,False,False
CUST-01816,Joseph Johnson,Female,29,2023-05-15,Philadelphia,United Kingdom,joseph.johnson1816@example.com,51404.16,157.86,Bronze,False,False
CUST-01590,Sarah Davis,Female,36,2022-05-21,Houston,Australia,sarah.davis1590@example.com,81869.89,208.82,Silver,False,False
CUST-02272,Susan Hernandez,Female,51,2021-08-17,Philadelphia,United Kingdom,susan.hernandez2272@example.com,79677.45,107.82,Bronze,False,False
CUST-02983,Susan Hernandez,Female,59,,San Diego,USA,susan.hernandez2983@example.com,5000000.0,227.55,Silver,True,False
CUST-00950,Nancy Williams,Female,43,2024-01-19,Phoenix,USA,nancy.williams950@example.com,30150.46,212.83,Gold,False,False
CUST-01908,John Garcia,Female,36,2023-06-17,San Diego,United Kingdom,john.garcia1908@example.com,44115.79,284.18,Bronze,False,False
CUST-00343,Daniel Jones,Male,64,2022-03-28,Philadelphia,Canada,daniel.jones343@example.com,82660.6,2.61,Bronze,False,False
CUST-01924,Elizabeth Hernandez,Female,52,2024-01-05,New York,USA,elizabeth.hernandez1924@example.com,68472.69,84.35,Gold,False,False
CUST-02442,Karen Rodriguez,Male,44,2023-08-28,Philadelphia,Canada,karen.rodriguez2442@example.com,75877.28,21.22,Bronze,False,False
CUST-00774,Jennifer Thomas,Male,26,2024-02-21,New York,Canada,jennifer.thomas774@example.com,44970.55,129.12,Silver,False,False
CUST-00692,Joseph Gonzalez,Male,39,2021-09-07,Phoenix,USA,joseph.gonzalez692@example.com,56701.87,187.36,Bronze,False,False
CUST-00441,Jennifer Martinez,Female,37,2024-08-22,Phoenix,United Kingdom,jennifer.martinez441@example.com,91396.66,212.5,Gold,False,False
CUST-00439,Richard Miller,Male,38,2023-09-25,Houston,Australia,,61643.03,98.13,Gold,False,False
CUST-00562,Charles Williams,Female,54,2024-07-07,San Antonio,United Kingdom,charles.williams562@example.com,32063.74,144.19,Silver,False,False
CUST-02514,Michael Lopez,Male,50,2024-04-02,New York,USA,michael.lopez2514@example.com,70716.66,181.44,Silver,False,False
CUST-02991,Jennifer Taylor,Female,26,2022-04-14,New York,Australia,,62228.4,206.03,Silver,False,False
CUST-01252,Lisa Smith,Female,62,2022-08-06,New York,USA,,36944.73,217.0,Bronze,False,False
CUST-02549,Patricia Hernandez,Male,68,2024-03-27,Philadelphia,USA,patricia.hernandez2549@example.com,47125.64,329.21,Silver,False,False
CUST-01371,John Lopez,Female,17,2024-12-28,Chicago,Canada,john.lopez1371@example.com,57685.7,73.44,Gold,False,False
CUST-00392,Elizabeth Taylor,Female,28,2024-07-12,Philadelphia,Canada,elizabeth.taylor392@example.com,61885.19,311.56,Silver,False,False
CUST-00208,Thomas Brown,,72,2023-08-02,Houston,United Kingdom,,75571.77,16.82,Silver,False,False
CUST-01055,Linda Davis,Female,27,2021-09-01,Phoenix,Australia,linda.davis1055@example.com,83524.26,289.71,Gold,False,False
CUST-01388,Charles Jackson,Male,33,2021-02-14,San Diego,USA,charles.jackson1388@example.com,104519.7,124.16,Gold,False,False
CUST-01135,Susan Rodriguez,Female,57,2022-01-16,Chicago,Canada,susan.rodriguez1135@example.com,67356.65,189.88,Silver,False,False
CUST-02806,William Jones,Female,45,2023-06-27,Phoenix,Australia,william.jones2806@example.com,69366.05,190.31,Bronze,False,False
CUST-00259,Mary Lopez,Male,53,2022-06-11,Austin,United Kingdom,mary.lopez259@example.com,58949.18,65.54,Silver,False,False
CUST-00155,Karen Johnson,Male,37,2023-01-22,Chicago,USA,karen.johnson155@example.com,25579.31,3.34,Bronze,False,False
CUST-01653,Karen Anderson,Female,54,2024-04-26,New York,Canada,karen.anderson1653@example.com,58084.69,293.95,Gold,False,False
CUST-02009,Elizabeth Gonzalez,Male,55,2022-06-25,Houston,United Kingdom,elizabeth.gonzalez2009@example.com,63525.24,21.34,Gold,False,False
CUST-00152,Lisa Davis,Male,37,2023-12-02,Philadelphia,Australia,lisa.davis152@example.com,51557.85,49.78,Silver,False,False
CUST-00846,Sarah Wilson,Male,33,2023-10-27,New York,Canada,sarah.wilson846@example.com,61885.19,48.32,Silver,False,False
CUST-02148,Daniel Jones,Female,30,2022-08-29,Dallas,USA,daniel.jones2148@example.com,53948.89,92.72,Gold,False,False
CUST-00516,Linda Moore,Female,59,2024-12-26,Houston,United Kingdom,linda.moore516@example.com,47089.56,156.56,Gold,False,False
CUST-00020,Robert Williams,Other,24,2024-06-24,Houston,USA,robert.williams20@example.com,75349.76,149.06,Silver,False,False
CUST-00787,Karen Rodriguez,Female,33,2022-02-06,Philadelphia,Australia,karen.rodriguez787@example.com,76720.38,51.22,Bronze,False,False
CUST-01705,David Brown,Female,40,,Phoenix,Australia,david.brown1705@example.com,57017.34,14.36,Silver,False,False
CUST-01024,Richard Martin,Female,56,2023-07-06,Chicago,USA,richard.martin1024@example.com,61885.19,146.49,Bronze,False,False
CUST-01368,Richard Anderson,Female,41,2023-05-05,Houston,Canada,richard.anderson1368@example.com,59161.19,16.13,Gold,False,False
CUST-00584,Susan Williams,Other,44,2024-02-18,San Antonio,USA,susan.williams584@example.com,70037.89,140.82,Silver,False,False
CUST-01171,Jessica Hernandez,Male,22,2024-09-17,Los Angeles,Australia,jessica.hernandez1171@example.com,97949.06,3.11,Gold,False,False
CUST-02641,Jennifer Jackson,Male,43,2021-04-18,San Antonio,United Kingdom,jennifer.jackson2641@example.com,24532.67,150.33,Silver,False,False
CUST-02371,Mary Brown,Female,66,2021-03-03,Philadelphia,United Kingdom,mary.brown2371@example.com,76715.65,79.37,Bronze,False,False
CUST-00823,Susan Davis,Female,37,2023-06-05,San Antonio,USA,susan.davis823@example.com,110208.79,136.09,Gold,False,False
CUST-02126,Joseph Wilson,Female,22,2021-04-11,Los Angeles,Canada,joseph.wilson2126@example.com,77253.54,13.29,Gold,False,False
CUST-01282,Robert Garcia,Female,74,2021-12-10,New York,Canada,robert.garcia1282@example.com,5000000.0,288.48,Silver,True,False
CUST-00216,Jennifer Brown,Male,42,2022-05-25,Houston,Australia,jennifer.brown216@example.com,24655.4,125.55,Gold,False,False
CUST-01231,Mary Davis,Female,48,2023-08-29,Dallas,Canada,mary.davis1231@example.com,63542.76,194.48,Bronze,False,False
CUST-01906,Elizabeth Williams,Male,51,2022-05-28,San Diego,USA,elizabeth.williams1906@example.com,55569.51,109.7,Bronze,False,False
CUST-02565,Nancy Gonzalez,Female,45,2024-06-01,Los Angeles,USA,nancy.gonzalez2565@example.com,60504.07,194.3,Gold,False,False
CUST-02686,Michael Martin,Other,53,2023-03-10,Chicago,Australia,,62009.92,285.24,Gold,False,False
CUST-00230,Matthew Martin,Male,46,2024-10-24,Phoenix,USA,matthew.martin230@example.com,54054.49,356.12,Silver,False,False
CUST-02180,Richard Taylor,,50,2022-02-20,New York,Canada,richard.taylor2180@example.com,72153.76,64.14,Silver,False,False
CUST-02613,Elizabeth Jones,Male,16,2023-04-08,Philadelphia,Canada,elizabeth.jones2613@example.com,79867.32,11.83,Gold,False,False
CUST-02702,Jessica Williams,Female,23,2021-12-31,San Antonio,Canada,jessica.williams2702@example.com,62313.18,112.72,Gold,False,False
CUST-02768,Michael Rodriguez,Female,27,2024-12-20,Houston,United Kingdom,michael.rodriguez2768@example.com,93884.02,225.91,Silver,False,False
CUST-01928,Patricia Garcia,Female,36,2022-05-26,Austin,Australia,patricia.garcia1928@example.com,71025.74,228.12,Gold,False,False
CUST-00141,Joseph Moore,Male,44,2021-12-06,Dallas,United Kingdom,joseph.moore141@example.com,45823.42,147.27,Gold,False,False
CUST-01670,Susan Johnson,Female,54,2024-06-30,Los Angeles,Canada,susan.johnson1670@example.com,45712.78,87.61,Gold,False,False
CUST-01268,Matthew Smith,Male,42,2023-02-18,Dallas,USA,matthew.smith1268@example.com,14010.98,83.7,Gold,False,False
CUST-02625,Joseph Brown,Female,39,2021-04-04,Los Angeles,USA,joseph.brown2625@example.com,82834.81,128.4,Silver,False,False
CUST-00778,Linda Miller,Female,52,2022-09-22,San Diego,United Kingdom,linda.miller778@example.com,60265.34,242.02,Bronze,False,False
CUST-01028,William Thomas,Other,37,2022-12-03,Los Angeles,USA,william.thomas1028@example.com,37194.31,96.13,Gold,False,False
CUST-02833,Jessica Moore,Male,39,2024-10-28,Los Angeles,United Kingdom,jessica.moore2833@example.com,72041.23,44.18,Gold,False,False
CUST-00413,Elizabeth Smith,Female,16,2021-12-12,Chicago,Canada,elizabeth.smith413@example.com,69955.99,26.33,Gold,False,False
CUST-02338,Robert Hernandez,Male,37,2022-11-15,Dallas,USA,robert.hernandez2338@example.com,67744.4,79.18,Gold,False,False
CUST-00156,John Jones,Other,21,2024-04-04,Phoenix,USA,john.jones156@example.com,65727.69,280.54,Gold,False,False
CUST-00237,Joseph Thomas,Female,23,2023-12-16,San Diego,Canada,joseph.thomas237@example.com,64137.88,329.42,Silver,False,False
CUST-02957,Sarah Hernandez,Male,68,2021-10-02,San Antonio,USA,sarah.hernandez2957@example.com,74316.13,129.47,Bronze,False,False
CUST-01935,Daniel Jackson,Female,67,2021-12-18,Philadelphia,Canada,daniel.jackson1935@example.com,58520.04,144.19,Bronze,False,False
CUST-01699,Joseph Rodriguez,Female,28,2021-06-07,Phoenix,USA,joseph.rodriguez1699@example.com,43654.85,58.04,Gold,False,False
CUST-01074,Susan Smith,Female,27,2022-03-20,Los Angeles,United Kingdom,,29615.02,243.59,Silver,False,False
CUST-00665,William Jackson,Female,58,2024-03-16,Philadelphia,United Kingdom,william.jackson665@example.com,69697.69,144.19,Bronze,False,False
CUST-01360,Sarah Jones,Male,21,2023-12-19,Houston,United Kingdom,,85440.74,205.83,Gold,False,False
CUST-01097,Mary Lopez,Female,19,2022-12-28,Chicago,United Kingdom,mary.lopez1097@example.com,80305.11,96.66,Bronze,False,False
CUST-00698,Mary Taylor,Male,53,2022-06-27,Los Angeles,United Kingdom,mary.taylor698@example.com,73972.93,141.34,Gold,False,False
CUST-02447,Mary Hernandez,Male,34,2022-11-24,Phoenix,United Kingdom,,65404.36,163.5,Gold,False,False
CUST-00267,James Davis,Male,23,2022-12-16,Dallas,USA,james.davis267@example.com,61885.19,156.27,Bronze,False,False
CUST-02377,Elizabeth Lopez,Female,43,2021-08-15,Los Angeles,USA,elizabeth.lopez2377@example.com,59310.84,144.19,Bronze,False,False
CUST-02733,Thomas Jones,Female,77,2021-12-11,Chicago,USA,thomas.jones2733@example.com,84276.49,216.32,Gold,False,False
CUST-01772,David Jones,Male,34,2021-07-30,Houston,USA,david.jones1772@example.com,52985.26,126.08,Silver,False,False
CUST-01237,Matthew Jackson,Female,49,2024-09-06,Phoenix,United Kingdom,matthew.jackson1237@example.com,65431.9,136.16,Silver,False,False
CUST-02773,Nancy Anderson,Male,24,2022-11-22,Dallas,Canada,nancy.anderson2773@example.com,33602.32,129.65,Silver,False,False
CUST-02227,Charles Anderson,Male,37,2023-04-30,Dallas,Australia,charles.anderson2227@example.com,51410.94,179.92,Gold,False,False
CUST-00828,Sarah Johnson,Male,31,,Los Angeles,Canada,sarah.johnson828@example.com,59392.32,188.85,Gold,False,False
CUST-02270,Thomas Lopez,Female,36,2024-07-28,Chicago,United Kingdom,thomas.lopez2270@example.com,43016.81,220.81,Gold,False,False
CUST-01280,Lisa Moore,Female,31,2022-03-07,Dallas,USA,,69450.69,30.24,Bronze,False,False
CUST-01573,Nancy Garcia,Male,40,2022-05-04,Los Angeles,Australia,nancy.garcia1573@example.com,22604.23,55.43,Silver,False,False
CUST-00706,Michael Moore,Male,25,2021-05-17,San Diego,USA,michael.moore706@example.com,83883.61,189.78,Gold,False,False
CUST-00142,James Brown,Female,38,2021-04-05,Chicago,Canada,james.brown142@example.com,57697.17,204.33,Bronze,False,False
CUST-00357,John Brown,Female,25,2024-03-16,Chicago,United Kingdom,john.brown357@example.com,78871.73,173.96,Gold,False,False
CUST-02035,Lisa Jackson,Male,53,2021-12-22,Dallas,Australia,lisa.jackson2035@example.com,38008.53,224.04,Bronze,False,False
CUST-00198,John Brown,Female,36,2023-05-11,San Diego,USA,,83141.64,214.25,Bronze,False,False
CUST-01974,Karen Brown,Female,77,2021-10-13,Austin,Australia,karen.brown1974@example.com,77575.82,48.44,Silver,False,False
CUST-01365,Patricia Davis,Female,36,2022-03-18,New York,USA,patricia.davis1365@example.com,89470.31,200.86,Silver,False,False
CUST-01165,Daniel Williams,Female,37,2021-02-23,Phoenix,USA,daniel.williams1165@example.com,68643.88,309.53,Silver,False,False
CUST-02837,Thomas Moore,Male,52,2021-11-26,Los Angeles,Canada,thomas.moore2837@example.com,57176.25,200.63,Silver,False,False
CUST-00018,Nancy Jackson,Male,20,2024-11-18,Chicago,Canada,nancy.jackson18@example.com,53250.41,229.68,Bronze,False,False
CUST-02765,Sarah Garcia,Male,40,2021-08-02,Austin,USA,sarah.garcia2765@example.com,36644.13,144.19,Silver,False,False
CUST-00249,Nancy Miller,Female,54,2021-06-28,New York,Australia,nancy.miller249@example.com,80652.0,107.3,Bronze,False,False
CUST-02583,Michael Taylor,Male,38,2022-10-21,San Diego,USA,michael.taylor2583@example.com,95210.64,78.05,Gold,False,False
CUST-00405,Susan Martinez,Male,29,2021-12-26,New York,USA,susan.martinez405@example.com,82223.04,1.86,Gold,False,False
CUST-02023,Susan Garcia,Female,31,2022-12-11,Philadelphia,Australia,susan.garcia2023@example.com,68013.99,48.8,Gold,False,False
CUST-02057,Mary Lopez,Female,50,2024-07-25,Philadelphia,United Kingdom,mary.lopez2057@example.com,42256.86,102.8,Gold,False,False
CUST-02550,Nancy Garcia,Female,51,2024-11-14,Philadelphia,Canada,nancy.garcia2550@example.com,84528.52,275.65,Gold,False,False
CUST-01925,John Davis,Male,59,2021-06-06,Philadelphia,Australia,john.davis1925@example.com,102556.05,131.94,Bronze,False,False
CUST-00918,Thomas Martinez,Other,38,2024-04-11,Chicago,USA,thomas.martinez918@example.com,59828.15,266.73,Gold,False,False
CUST-00007,Elizabeth Thomas,Male,44,2024-11-30,San Diego,United Kingdom,elizabeth.thomas7@example.com,70845.42,171.74,Gold,False,False
CUST-00328,Matthew Hernandez,Female,80,2022-08-01,Austin,Canada,matthew.hernandez328@example.com,90397.82,184.42,Bronze,True,False
CUST-02895,Daniel Taylor,Male,16,2021-09-04,Chicago,Canada,daniel.taylor2895@example.com,52627.73,111.87,Bronze,False,False
CUST-00593,Daniel Williams,Male,42,2022-07-17,San Diego,Canada,daniel.williams593@example.com,45135.23,231.17,Gold,False,False
CUST-02619,Lisa Garcia,Male,16,2021-07-21,Dallas,United Kingdom,lisa.garcia2619@example.com,54767.41,14.35,Gold,False,False
CUST-01003,Robert Davis,Female,24,2022-08-31,New York,United Kingdom,,76589.16,136.1,Bronze,False,False
CUST-00273,Robert Brown,Female,27,,Phoenix,USA,robert.brown273@example.com,67244.04,37.33,Bronze,False,False
CUST-00204,Daniel Davis,Other,52,2022-08-10,Los Angeles,United Kingdom,daniel.davis204@example.com,61944.52,243.83,Gold,False,False
CUST-02347,Patricia Martinez,Female,41,2024-10-13,Philadelphia,Canada,patricia.martinez2347@example.com,52164.35,93.24,Bronze,False,False
CUST-00933,Patricia Brown,Female,65,2023-11-07,Chicago,USA,patricia.brown933@example.com,92359.34,67.22,Bronze,False,False
CUST-00917,Mary Martinez,Other,47,2022-07-25,New York,Australia,mary.martinez917@example.com,58254.57,202.56,Bronze,False,False
CUST-02501,Robert Jones,Female,50,2021-01-23,Houston,USA,robert.jones2501@example.com,52217.54,89.1,Bronze,False,False
CUST-01084,Michael Miller,Male,34,2022-11-05,San Diego,USA,michael.miller1084@example.com,41845.0,144.19,Bronze,False,False
CUST-01369,Elizabeth Jackson,Female,23,2023-06-27,Dallas,Australia,elizabeth.jackson1369@example.com,58474.35,74.02,Bronze,False,False
CUST-00471,Daniel Moore,Male,37,2021-07-03,San Antonio,Canada,daniel.moore471@example.com,46943.89,293.45,Silver,False,False
CUST-02173,Patricia Miller,Female,41,2022-02-17,Philadelphia,Canada,patricia.miller2173@example.com,76626.07,249.28,Gold,False,False
CUST-02859,Daniel Rodriguez,Male,40,2023-11-13,Houston,Canada,,81487.24,92.08,Gold,False,False
CUST-02595,Joseph Thomas,Female,16,2023-03-17,Chicago,United Kingdom,joseph.thomas2595@example.com,78251.78,27.96,Bronze,False,False
CUST-00126,James Williams,Female,58,2024-04-23,Austin,USA,james.williams126@example.com,84965.68,50.57,Gold,False,False
CUST-02958,Matthew Wilson,Female,18,2023-09-29,Dallas,USA,,50604.72,178.69,Silver,False,False
CUST-02864,Charles Martin,Male,52,2022-10-29,Chicago,Australia,,65318.68,121.07,Bronze,False,False
CUST-02441,Joseph Gonzalez,Male,43,2021-04-18,Chicago,USA,joseph.gonzalez2441@example.com,49291.44,54.91,Bronze,False,False
CUST-01391,David Miller,Female,49,,Dallas,Canada,david.miller1391@example.com,56158.77,348.5,Gold,False,False
