CustomerID,Name,Gender,Age,SignupDate,City,Country,Email,AnnualIncome,PurchaseAmount,LoyaltyTier
 CUST-00131 ,Susan Smith,M,16.0,07/11/2024,AUSTIN,Australia,susan.smith131@example.com,"$74,704.26",32.33,Bronze
CUST-02375,Charles Thomas,M,48.0,08/24/2022,Houston,United Kingdom,,"$65,182.38",29.76,BRONZE
CUST-01733,David Martinez,F,57.0,03/02/2024,LOS ANGELES,United Kingdom,david.martinez1733@example.com,"$31,328.30",136.06,
CUST-00781,Charles Rodriguez,Female,40.0,16-Apr-2022,Houston,Australia,charles.rodriguez781@example.com,"$53,909.18",190.68,GOLD
CUST-02659,Daniel Hernandez,f ,58.0,22-Oct-2023,Philadelphia,Australia,daniel.hernandez2659@example.com,"$55,420.86",210.05,BRONZE
CUST-01757,Charles Johnson,F,21.0,14/01/2023,  Austin  ,Canada,charles.johnson1757@example.com,"$34,183.09",195.72,GOLD
 CUST-02950 ,Daniel Martin,female,,"September 28, 2024",Chicago,USA,daniel.martin2950@example.com,"$50,022.33",63.5,SILVER
2504,Patricia Moore,Female,22.0,17/12/2024,Houston,USA,patricia.moore2504@example.com,"$28,022.09",180.99,Silver
 CUST-02329 ,Robert Brown,MALE,46.0,09/21/2023,Philadelphia,USA,robert.brown2329@example.com,"$40,150.25",261.67,Silver
CUST-01218,Lisa Gonzalez,Female,40.0,17-Dec-2022,San Diego,United Kingdom,lisa.gonzalez1218@example.com,"$51,132.26",91.16,Silver
 CUST-00764 ,James Jackson,f ,39.0,09/01/2021,philadelphia,Canada,james.jackson764@example.com,"$20,840.44",106.06,gold
1102,Jennifer Thomas,Female,50.0,"January 28, 2021",Phoenix,Australia,jennifer.thomas1102@example.com,,209.13,silver
CUST-01351,Linda Moore,FEMALE,43.0,"April 24, 2023",Los Angeles,United Kingdom,,"$65,467.23",230.95,GOLD
319,William Rodriguez,Female,65.0,05/18/2022,New York,United Kingdom,william.rodriguez319@example.com,"$44,188.99",93.55,bronze
CUST-00635,Betty Williams,other,,06/03/2024,San Antonio,United Kingdom,betty.williams635@example.com,"$61,565.18",208.46,
 CUST-02253 ,David Martinez,female,26.0,09/30/2023,  Chicago  ,USA,david.martinez2253@example.com,"$55,099.63",121.21,
 CUST-01116 ,Betty Martinez,Female,47.0,29-Sep-2021,  New York  ,Canada,betty.martinez1116@example.com,"$31,107.91",,Bronze
 CUST-02663 ,Daniel Gonzalez,female,32.0,12/25/2024,New York,USA,daniel.gonzalez2663@example.com,"$41,895.13",166.81,silver
CUST-00217,Karen Rodriguez, Female,17.0,12/23/2023,Phoenix,Australia,karen.rodriguez217@example.com,"$61,099.96",3.62,gold
CUST-00365,Mary Garcia,f ,53.0,31/07/2024,  Dallas  ,United Kingdom,mary.garcia365@example.com,"$23,754.76",245.5,GOLD
CUST-00232,David Martin,other,31.0,2022-10-30,Chicago,Australia,david.martin232@example.com,"$74,690.41",301.44,SILVER
 CUST-01007 ,David Gonzalez,f ,19.0,14/02/2022,New York,Australia,david.gonzalez1007@example.com,"$75,923.58",186.32,Bronze
CUST-00677,Joseph Martin,FEMALE,32.0,2022-08-28,San Diego,Australia,,"$37,803.14",166.05,Bronze
2882,Charles Williams,male,40.0,02/19/2021,San Antonio,Canada,charles.williams2882@example.com,"$35,291.34",132.6,Bronze
CUST-00088,Michael Martin,F,22.0,2022-01-30,NEW YORK,Canada,michael.martin88@example.com,"$14,591.68",330.57,Gold
2951,Susan Williams,female,200.0,"November 10, 2023",Houston,USA,susan.williams2951@example.com,"$34,110.65",149.55,Bronze
2635,Betty Martin,m ,39.0,03/22/2022,Houston,USA,betty.martin2635@example.com,"$38,257.62",154.81,silver
CUST-00928,David Jackson,male,27.0,"July 13, 2022",LOS ANGELES,USA,david.jackson928@example.com,"$57,260.40",191.11,SILVER
CUST-01497,Susan Thomas,male,58.0,10/06/2021,LOS ANGELES,Australia,susan.thomas1497@example.com,"$68,422.44",114.38,GOLD
 CUST-01912 ,Matthew Brown, Male,21.0,"December 28, 2023",Chicago,Australia,matthew.brown1912@example.com,"$64,216.39",110.96,gold
CUST-00975,Richard Williams,MALE,16.0,"May 29, 2021",Philadelphia,United Kingdom,richard.williams975@example.com,"$62,788.76",319.85,Bronze
801,Jessica Jackson,m ,56.0,15/09/2022,San Antonio,Australia,jessica.jackson801@example.com,"$38,590.46",,
CUST-02655,James Garcia,female,37.0,2023-12-01,New York,United Kingdom,james.garcia2655@example.com,"$71,306.15",155.22,GOLD
 CUST-00347 ,Susan Jones,m ,37.0,03/06/2024,Los Angeles,USA,susan.jones347@example.com,"$77,118.01",85.93,
CUST-00877,Patricia Gonzalez,,40.0,"August 08, 2024",San Diego,United Kingdom,patricia.gonzalez877@example.com,"$64,148.12",80.04,bronze
CUST-01891,John Miller,Male,57.0,12/14/2023,Los Angeles,Australia,john.miller1891@example.com,"$64,246.30",270.94,Gold
 CUST-00235 ,Jessica Lopez,female,16.0,11/05/2021,Dallas,Canada,jessica.lopez235@example.com,"$66,721.66",276.41,GOLD
 CUST-01471 ,Linda Anderson,male,42.0,2023-11-29,  San Diego  ,Canada,linda.anderson1471@example.com,"$53,607.23",72.74,Silver
737,Jennifer Martin,female,17.0,"June 06, 2023",phoenix,United Kingdom,jennifer.martin737@example.com,"$96,236.80",267.17,silver
CUST-02569,Jessica Taylor,F,36.0,2021-09-18,  San Antonio  ,Canada,jessica.taylor2569@example.com,"$66,113.21",166.91,Silver
CUST-02861,Jessica Jackson,female,55.0,15/02/2022,phoenix,USA,jessica.jackson2861@example.com,"$66,305.69",86.93,SILVER
CUST-01323,Sarah Martinez, Female,37.0,"September 11, 2021",  Austin  ,Canada,sarah.martinez1323@example.com,"$60,584.86",73.33,BRONZE
 CUST-02276 ,Lisa Jackson,M,32.0,23/09/2021,  Philadelphia  ,Australia,lisa.jackson2276@example.com,,65.58,Silver
CUST-01704,Linda Moore,MALE,16.0,"August 25, 2022",Houston,Canada,linda.moore1704@example.com,"$42,849.94",139.16,GOLD
CUST-00895,Matthew Wilson,Female,42.0,01/11/2021,CHICAGO,Canada,matthew.wilson895@example.com,"$70,153.10",240.15,bronze
CUST-02934,Jessica Johnson,F,26.0,2024-01-26,Chicago,USA,,"$83,498.98",164.77,GOLD
CUST-01156,Thomas Lopez, Male,40.0,2021-10-11,DALLAS,USA,thomas.lopez1156@example.com,"$41,990.99",150.27,silver
CUST-01381,John Wilson,f ,36.0,2023-02-08,NEW YORK,United Kingdom,john.wilson1381@example.com,"$73,580.19",126.38,Silver
2764,Michael Miller,MALE,46.0,"April 02, 2022",philadelphia,United Kingdom,,,70.47,silver
CUST-00920,Elizabeth Rodriguez,,52.0,"December 18, 2022",Philadelphia,United Kingdom,elizabeth.rodriguez920@example.com,"$49,818.92",73.69,
CUST-02962,Jennifer Williams,O,36.0,2022-12-01,Phoenix,USA,jennifer.williams2962@example.com,"$42,002.57",114.91,bronze
CUST-02069,Patricia Martin, Female,43.0,22/11/2023,Dallas,Australia,patricia.martin2069@example.com,"$61,143.00",158.98,GOLD
CUST-02453,Mary Taylor,m ,43.0,04/10/2022,HOUSTON,United Kingdom,mary.taylor2453@example.com,"$89,221.24",135.69,SILVER
 CUST-01795 ,Matthew Taylor,FEMALE,45.0,20/01/2024,San Diego,Australia,,"$91,780.48",187.92,Gold
 CUST-02720 ,Betty Thomas,m ,41.0,26/03/2024,new york,USA,betty.thomas2720@example.com,"$77,704.03",311.61,bronze
CUST-02137,Betty Anderson,M,50.0,"March 20, 2023",Philadelphia,Canada,betty.anderson2137@example.com,"$52,853.21",197.92,
762,Michael Anderson,Female,45.0,24/06/2023,chicago,United Kingdom,michael.anderson762@example.com,"$59,387.97",201.35,silver
 CUST-02395 ,Mary Wilson,Female,52.0,"May 26, 2021",phoenix,USA,,"$47,541.26",18.91,gold
CUST-01328,Nancy Hernandez,M,57.0,"August 12, 2024",austin,Canada,nancy.hernandez1328@example.com,"$46,200.21",169.4,Silver
CUST-00078,Betty Lopez,male,44.0,21-Jun-2024,Austin,United Kingdom,betty.lopez78@example.com,"$52,984.52",207.66,
1509,Michael Anderson,m ,67.0,18/08/2022,PHOENIX,Canada,michael.anderson1509@example.com,"$32,917.63",184.63,
CUST-02852,Linda Thomas,F,25.0,2023-11-23,phoenix,United Kingdom,linda.thomas2852@example.com,"$77,786.21",124.43,GOLD
 CUST-02633 ,Karen Jones,f ,16.0,28/01/2023,Houston,Canada,karen.jones2633@example.com,"$102,158.39",102.91,SILVER
CUST-00248,Thomas Lopez,female,59.0,2023-09-22,Phoenix,United Kingdom,thomas.lopez248@example.com,"$51,382.84",75.81,silver
CUST-00038,Patricia Rodriguez,MALE,49.0,01-Nov-2022,  San Antonio  ,Australia,patricia.rodriguez38@example.com,"$42,370.58",161.6,GOLD
CUST-01816,Joseph Johnson,FEMALE,29.0,15-May-2023,philadelphia,United Kingdom,joseph.johnson1816@example.com,"$51,404.16",157.86,Bronze
 CUST-01590 ,Sarah Davis,Female,36.0,21/05/2022,HOUSTON,Australia,sarah.davis1590@example.com,"$81,869.89",208.82,silver
CUST-02272,Susan Hernandez,f ,51.0,17-Aug-2021,Philadelphia,United Kingdom,susan.hernandez2272@example.com,"$79,677.45",107.82,Bronze
CUST-02983,Susan Hernandez,F,59.0,,san diego,USA,susan.hernandez2983@example.com,"$5,000,000.00",227.55,silver
CUST-00950,Nancy Williams,Female,43.0,01/19/2024,Phoenix,USA,nancy.williams950@example.com,"$30,150.46",212.83,gold
 CUST-01908 ,John Garcia, Female,36.0,2023-06-17,San Diego,United Kingdom,john.garcia1908@example.com,"$44,115.79",284.18,BRONZE
 CUST-00343 ,Daniel Jones,MALE,64.0,2022-03-28,Philadelphia,Canada,daniel.jones343@example.com,"$82,660.60",2.61,bronze
CUST-02154,Nancy Jones,f ,60.0,11-Oct-2022,Chicago,United Kingdom,nancy.jones2154@example.com,"$70,723.12",174.1,Bronze
CUST-01924,Elizabeth Hernandez, Female,52.0,01/05/2024,NEW YORK,USA,elizabeth.hernandez1924@example.com,"$68,472.69",84.35,GOLD
CUST-02442,Karen Rodriguez,M,44.0,28/08/2023,PHILADELPHIA,Canada,karen.rodriguez2442@example.com,"$75,877.28",21.22,bronze
CUST-00774,Jennifer Thomas,Male,26.0,21/02/2024,New York,Canada,jennifer.thomas774@example.com,"$44,970.55",129.12,silver
CUST-00692,Joseph Gonzalez,Male,39.0,2021-09-07,Phoenix,USA,joseph.gonzalez692@example.com,"$56,701.87",187.36,Bronze
CUST-00441,Jennifer Martinez,Female,37.0,22-Aug-2024,Phoenix,United Kingdom,jennifer.martinez441@example.com,"$91,396.66",212.5,gold
CUST-00439,Richard Miller,Male,38.0,2023-09-25,Houston,Australia,,"$61,643.03",98.13,GOLD
CUST-00562,Charles Williams,female,54.0,2024-07-07,SAN ANTONIO,United Kingdom,charles.williams562@example.com,"$32,063.74",,Silver
CUST-02514,Michael Lopez, Male,50.0,04/02/2024,NEW YORK,USA,michael.lopez2514@example.com,"$70,716.66",181.44,SILVER
CUST-02991,Jennifer Taylor,f ,26.0,04/14/2022,  New York  ,Australia,,"$62,228.40",206.03,SILVER
 CUST-01252 ,Lisa Smith,f ,62.0,08/06/2022,NEW YORK,USA,,"$36,944.73",217.0,Bronze
 CUST-02549 ,Patricia Hernandez, Male,68.0,"March 27, 2024",PHILADELPHIA,USA,patricia.hernandez2549@example.com,"$47,125.64",329.21,Silver
 CUST-01371 ,John Lopez,FEMALE,17.0,2024-12-28,Chicago,Canada,john.lopez1371@example.com,"$57,685.70",73.44,gold
CUST-00392,Elizabeth Taylor,female,28.0,2024-07-12,philadelphia,Canada,elizabeth.taylor392@example.com,,311.56,SILVER
 CUST-00208 ,Thomas Brown,,72.0,"August 02, 2023",Houston,United Kingdom,,"$75,571.77",16.82,Silver
CUST-01055,Linda Davis,f ,27.0,2021-09-01,Phoenix,Australia,linda.davis1055@example.com,"$83,524.26",289.71,GOLD
CUST-01388,Charles Jackson,M,33.0,"February 14, 2021",San Diego,USA,charles.jackson1388@example.com,"$104,519.70",124.16,gold
 CUST-01135 ,Susan Rodriguez,FEMALE,57.0,2022-01-16,Chicago,Canada,susan.rodriguez1135@example.com,"$67,356.65",189.88,SILVER
CUST-02806,William Jones,F,45.0,06/27/2023,PHOENIX,Australia,william.jones2806@example.com,"$69,366.05",190.31,bronze
CUST-00259,Mary Lopez,M,53.0,11-Jun-2022,  Austin  ,United Kingdom,mary.lopez259@example.com,"$58,949.18",65.54,silver
155,Karen Johnson,male,37.0,"January 22, 2023",Chicago,USA,karen.johnson155@example.com,"$25,579.31",3.34,Bronze
 CUST-01653 ,Karen Anderson,Female,54.0,26/04/2024,New York,Canada,karen.anderson1653@example.com,"$58,084.69",293.95,Gold
2009,Elizabeth Gonzalez,M,55.0,"June 25, 2022",Houston,United Kingdom,elizabeth.gonzalez2009@example.com,"$63,525.24",21.34,Gold
CUST-00152,Lisa Davis,Male,37.0,12/02/2023,Philadelphia,Australia,lisa.davis152@example.com,"$51,557.85",49.78,Silver
846,Sarah Wilson,male,33.0,"October 27, 2023",New York,Canada,sarah.wilson846@example.com,,48.32,SILVER
2148,Daniel Jones,FEMALE,30.0,"August 29, 2022",Dallas,USA,daniel.jones2148@example.com,"$53,948.89",92.72,GOLD
CUST-00516,Linda Moore,Female,59.0,26-Dec-2024,houston,United Kingdom,linda.moore516@example.com,"$47,089.56",156.56,
CUST-00020,Robert Williams,other,24.0,"June 24, 2024",Houston,USA,robert.williams20@example.com,"$75,349.76",149.06,SILVER
787,Karen Rodriguez,F,33.0,2022-02-06,PHILADELPHIA,Australia,karen.rodriguez787@example.com,"$76,720.38",51.22,BRONZE
CUST-01705,David Brown,FEMALE,,,Phoenix,Australia,david.brown1705@example.com,"$57,017.34",14.36,silver
CUST-01024,Richard Martin,f ,56.0,06-Jul-2023,Chicago,USA,richard.martin1024@example.com,,146.49,bronze
1368,Richard Anderson, Female,41.0,05/05/2023,Houston,Canada,richard.anderson1368@example.com,"$59,161.19",16.13,Gold
CUST-00584,Susan Williams,Other,44.0,2024-02-18,San Antonio,USA,susan.williams584@example.com,"$70,037.89",140.82,SILVER
1171,Jessica Hernandez,male,22.0,17-Sep-2024,  Los Angeles  ,Australia,jessica.hernandez1171@example.com,"$97,949.06",3.11,GOLD
CUST-02641,Jennifer Jackson,male,43.0,04/18/2021,san antonio,United Kingdom,jennifer.jackson2641@example.com,"$24,532.67",150.33,SILVER
2371,Mary Brown, Female,66.0,03/03/2021,Philadelphia,United Kingdom,mary.brown2371@example.com,"$76,715.65",79.37,BRONZE
CUST-00823,Susan Davis,female,37.0,06/05/2023,San Antonio,USA,susan.davis823@example.com,"$110,208.79",136.09,GOLD
 CUST-02126 ,Joseph Wilson,female,22.0,04/11/2021,LOS ANGELES,Canada,joseph.wilson2126@example.com,"$77,253.54",13.29,
CUST-01282,Robert Garcia,F,74.0,2021-12-10,New York,Canada,robert.garcia1282@example.com,"$5,000,000.00",288.48,Silver
CUST-00216,Jennifer Brown,m ,42.0,25/05/2022,houston,Australia,jennifer.brown216@example.com,"$24,655.40",125.55,
CUST-01231,Mary Davis,Female,48.0,08/29/2023,Dallas,Canada,mary.davis1231@example.com,"$63,542.76",194.48,bronze
CUST-01906,Elizabeth Williams,MALE,51.0,28/05/2022,San Diego,USA,elizabeth.williams1906@example.com,"$55,569.51",109.7,bronze
CUST-02565,Nancy Gonzalez,Female,45.0,06/01/2024,Los Angeles,USA,nancy.gonzalez2565@example.com,"$60,504.07",194.3,gold
2686,Michael Martin,O,53.0,"March 10, 2023",chicago,Australia,,"$62,009.92",285.24,gold
CUST-00230,Matthew Martin,male,46.0,24-Oct-2024,  Phoenix  ,USA,matthew.martin230@example.com,"$54,054.49",356.12,SILVER
2180,Richard Taylor,,50.0,2022-02-20,New York,Canada,richard.taylor2180@example.com,"$72,153.76",64.14,silver
2613,Elizabeth Jones,male,16.0,"April 08, 2023",Philadelphia,Canada,elizabeth.jones2613@example.com,"$79,867.32",11.83,
 CUST-02702 ,Jessica Williams,Female,23.0,31-Dec-2021,San Antonio,Canada,jessica.williams2702@example.com,"$62,313.18",112.72,gold
1375,Robert Rodriguez,female,18.0,"July 02, 2022",los angeles,Canada,robert.rodriguez1375@example.com,"$41,227.00",300.6,gold
CUST-02768,Michael Rodriguez,f ,27.0,20/12/2024,Houston,United Kingdom,michael.rodriguez2768@example.com,"$93,884.02",225.91,Silver
CUST-01928,Patricia Garcia, Female,36.0,"May 26, 2022",Austin,Australia,patricia.garcia1928@example.com,"$71,025.74",228.12,GOLD
CUST-00141,Joseph Moore, Male,44.0,2021-12-06,  Dallas  ,United Kingdom,joseph.moore141@example.com,"$45,823.42",147.27,gold
 CUST-01670 ,Susan Johnson,F,54.0,2024-06-30,  Los Angeles  ,Canada,susan.johnson1670@example.com,"$45,712.78",87.61,Gold
CUST-01268,Matthew Smith,male,42.0,"February 18, 2023",Dallas,USA,matthew.smith1268@example.com,"$14,010.98",83.7,GOLD
 CUST-00481 ,James Gonzalez,Other,,28/03/2021,SAN DIEGO,USA,james.gonzalez481@example.com,"$48,300.48",174.54,Gold
CUST-02625,Joseph Brown, Female,39.0,04/04/2021,  Los Angeles  ,USA,joseph.brown2625@example.com,"$82,834.81",128.4,SILVER
CUST-00778,Linda Miller,female,52.0,22/09/2022,san diego,United Kingdom,linda.miller778@example.com,"$60,265.34",242.02,Bronze
 CUST-01028 ,William Thomas,Non-binary,37.0,12/03/2022,LOS ANGELES,USA,william.thomas1028@example.com,"$37,194.31",96.13,Gold
2833,Jessica Moore,m ,39.0,28-Oct-2024,Los Angeles,United Kingdom,jessica.moore2833@example.com,"$72,041.23",44.18,
413,Elizabeth Smith,FEMALE,16.0,2021-12-12,CHICAGO,Canada,elizabeth.smith413@example.com,"$69,955.99",26.33,gold
 CUST-02338 ,Robert Hernandez,M,37.0,11/15/2022,DALLAS,USA,robert.hernandez2338@example.com,"$67,744.40",79.18,GOLD
CUST-00156,John Jones,Other,21.0,04-Apr-2024,PHOENIX,USA,john.jones156@example.com,"$65,727.69",280.54,GOLD
CUST-00237,Joseph Thomas, Female,23.0,12/16/2023,  San Diego  ,Canada,joseph.thomas237@example.com,"$64,137.88",329.42,SILVER
 CUST-02957 ,Sarah Hernandez,MALE,68.0,10/02/2021,San Antonio,USA,sarah.hernandez2957@example.com,"$74,316.13",129.47,bronze
CUST-01935,Daniel Jackson,female,67.0,18-Dec-2021,Philadelphia,Canada,daniel.jackson1935@example.com,"$58,520.04",,bronze
 CUST-01699 ,Joseph Rodriguez, Female,28.0,06/07/2021,PHOENIX,USA,joseph.rodriguez1699@example.com,"$43,654.85",58.04,Gold
 CUST-01074 ,Susan Smith, Female,27.0,20/03/2022,LOS ANGELES,United Kingdom,,"$29,615.02",243.59,silver
CUST-00665,William Jackson,FEMALE,58.0,03/16/2024,Philadelphia,United Kingdom,william.jackson665@example.com,"$69,697.69",,BRONZE
CUST-01360,Sarah Jones,M,21.0,"December 19, 2023",houston,United Kingdom,,"$85,440.74",205.83,GOLD
CUST-01097,Mary Lopez,F,19.0,12/28/2022,chicago,United Kingdom,mary.lopez1097@example.com,"$80,305.11",96.66,bronze
 CUST-00698 ,Mary Taylor,Male,53.0,27/06/2022,Los Angeles,United Kingdom,mary.taylor698@example.com,"$73,972.93",141.34,
CUST-02447,Mary Hernandez,male,34.0,2022-11-24,Phoenix,United Kingdom,,"$65,404.36",163.5,
CUST-00267,James Davis,m ,23.0,16/12/2022,Dallas,USA,james.davis267@example.com,,156.27,BRONZE
 CUST-02377 ,Elizabeth Lopez,female,43.0,15/08/2021,Los Angeles,USA,elizabeth.lopez2377@example.com,"$59,310.84",,Bronze
 CUST-02733 ,Thomas Jones,F,77.0,12/11/2021,Chicago,USA,thomas.jones2733@example.com,"$84,276.49",216.32,GOLD
1772,David Jones,Male,34.0,"July 30, 2021",  Houston  ,USA,david.jones1772@example.com,"$52,985.26",126.08,silver
 CUST-01237 ,Matthew Jackson, Female,49.0,09/06/2024,PHOENIX,United Kingdom,matthew.jackson1237@example.com,"$65,431.90",136.16,silver
 CUST-02773 ,Nancy Anderson,Male,24.0,2022-11-22,Dallas,Canada,nancy.anderson2773@example.com,"$33,602.32",129.65,Silver
 CUST-02227 ,Charles Anderson,male,37.0,04/30/2023,DALLAS,Australia,charles.anderson2227@example.com,"$51,410.94",179.92,gold
828,Sarah Johnson, Male,31.0,,LOS ANGELES,Canada,sarah.johnson828@example.com,"$59,392.32",188.85,gold
CUST-02270,Thomas Lopez, Female,36.0,07/28/2024,Chicago,United Kingdom,thomas.lopez2270@example.com,"$43,016.81",220.81,GOLD
 CUST-01280 ,Lisa Moore, Female,31.0,"March 07, 2022",Dallas,USA,,"$69,450.69",30.24,bronze
 CUST-00172 ,David Wilson,m ,200.0,2021-09-19,San Antonio,United Kingdom,david.wilson172@example.com,"$36,496.52",92.87,Bronze
1573,Nancy Garcia,MALE,,2022-05-04,Los Angeles,Australia,nancy.garcia1573@example.com,"$22,604.23",55.43,Silver
CUST-00706,Michael Moore,MALE,25.0,2021-05-17,SAN DIEGO,USA,michael.moore706@example.com,"$83,883.61",189.78,GOLD
CUST-00142,James Brown,FEMALE,38.0,04/05/2021,  Chicago  ,Canada,james.brown142@example.com,"$57,697.17",204.33,BRONZE
CUST-00357,John Brown, Female,25.0,16/03/2024,Chicago,United Kingdom,john.brown357@example.com,"$78,871.73",173.96,
2035,Lisa Jackson,male,53.0,"December 22, 2021",Dallas,Australia,lisa.jackson2035@example.com,"$38,008.53",224.04,bronze
198,John Brown,f ,36.0,"May 11, 2023",San Diego,USA,,"$83,141.64",214.25,bronze
CUST-01974,Karen Brown, Female,77.0,2021-10-13,austin,Australia,karen.brown1974@example.com,"$77,575.82",48.44,SILVER
CUST-01365,Patricia Davis,FEMALE,36.0,"March 18, 2022",new york,USA,patricia.davis1365@example.com,"$89,470.31",200.86,Silver
 CUST-01165 ,Daniel Williams,f ,37.0,23-Feb-2021,phoenix,USA,daniel.williams1165@example.com,"$68,643.88",309.53,SILVER
CUST-02837,Thomas Moore,MALE,52.0,26-Nov-2021,Los Angeles,Canada,thomas.moore2837@example.com,"$57,176.25",200.63,SILVER
18,Nancy Jackson,Male,20.0,2024-11-18,Chicago,Canada,nancy.jackson18@example.com,"$53,250.41",229.68,bronze
CUST-02765,Sarah Garcia,m ,,02-Aug-2021,AUSTIN,USA,sarah.garcia2765@example.com,"$36,644.13",,Silver
 CUST-00249 ,Nancy Miller,female,54.0,2021-06-28,  New York  ,Australia,nancy.miller249@example.com,"$80,652.00",107.3,BRONZE
2583,Michael Taylor,Male,38.0,"October 21, 2022",San Diego,USA,michael.taylor2583@example.com,"$95,210.64",78.05,gold
CUST-00405,Susan Martinez,M,29.0,12/26/2021,  New York  ,USA,susan.martinez405@example.com,"$82,223.04",1.86,Gold
CUST-02023,Susan Garcia, Female,31.0,2022-12-11,Philadelphia,Australia,susan.garcia2023@example.com,"$68,013.99",48.8,gold
2057,Mary Lopez,female,50.0,25-Jul-2024,Philadelphia,United Kingdom,mary.lopez2057@example.com,"$42,256.86",102.8,GOLD
 CUST-02550 ,Nancy Garcia,FEMALE,51.0,11/14/2024,Philadelphia,Canada,nancy.garcia2550@example.com,"$84,528.52",275.65,Gold
CUST-01925,John Davis,m ,59.0,06/06/2021,Philadelphia,Australia,john.davis1925@example.com,"$102,556.05",131.94,Bronze
 CUST-00918 ,Thomas Martinez,O,38.0,04/11/2024,Chicago,USA,thomas.martinez918@example.com,"$59,828.15",266.73,gold
CUST-00007,Elizabeth Thomas,Male,44.0,2024-11-30,San Diego,United Kingdom,elizabeth.thomas7@example.com,"$70,845.42",171.74,GOLD
CUST-00328,Matthew Hernandez, Female,80.0,01-Aug-2022,Austin,Canada,matthew.hernandez328@example.com,"$90,397.82",184.42,BRONZE
CUST-02895,Daniel Taylor,MALE,16.0,09/04/2021,  Chicago  ,Canada,daniel.taylor2895@example.com,"$52,627.73",111.87,Bronze
 CUST-00593 ,Daniel Williams,MALE,42.0,07/17/2022,San Diego,Canada,daniel.williams593@example.com,"$45,135.23",231.17,GOLD
CUST-02619,Lisa Garcia,male,16.0,07/21/2021,Dallas,United Kingdom,lisa.garcia2619@example.com,"$54,767.41",14.35,Gold
CUST-01003,Robert Davis,Female,24.0,08/31/2022,New York,United Kingdom,,"$76,589.16",136.1,Bronze
CUST-00273,Robert Brown, Female,27.0,,Phoenix,USA,robert.brown273@example.com,"$67,244.04",37.33,bronze
 CUST-00204 ,Daniel Davis,other,52.0,2022-08-10,Los Angeles,United Kingdom,daniel.davis204@example.com,"$61,944.52",243.83,gold
 CUST-02347 ,Patricia Martinez, Female,41.0,13-Oct-2024,Philadelphia,Canada,patricia.martinez2347@example.com,"$52,164.35",93.24,Bronze
CUST-00933,Patricia Brown,f ,65.0,11/07/2023,CHICAGO,USA,patricia.brown933@example.com,"$92,359.34",67.22,BRONZE
CUST-00917,Mary Martinez,other,47.0,"July 25, 2022",NEW YORK,Australia,mary.martinez917@example.com,"$58,254.57",202.56,bronze
CUST-01119,Lisa Garcia,MALE,200.0,"February 06, 2022",Phoenix,United Kingdom,lisa.garcia1119@example.com,"$73,149.79",232.83,Gold
 CUST-02501 ,Robert Jones,f ,50.0,23/01/2021,Houston,USA,robert.jones2501@example.com,"$52,217.54",89.1,Bronze
1084,Michael Miller,M,34.0,"November 05, 2022",San Diego,USA,michael.miller1084@example.com,"$41,845.00",,bronze
CUST-01369,Elizabeth Jackson,f ,23.0,"June 27, 2023",Dallas,Australia,elizabeth.jackson1369@example.com,"$58,474.35",74.02,BRONZE
CUST-00471,Daniel Moore,MALE,37.0,07/03/2021,San Antonio,Canada,daniel.moore471@example.com,"$46,943.89",293.45,silver
 CUST-02173 ,Patricia Miller,Female,41.0,17-Feb-2022,Philadelphia,Canada,patricia.miller2173@example.com,"$76,626.07",249.28,GOLD
CUST-02859,Daniel Rodriguez,M,40.0,"November 13, 2023",Houston,Canada,,"$81,487.24",92.08,Gold
CUST-02595,Joseph Thomas,Female,16.0,17-Mar-2023,Chicago,United Kingdom,joseph.thomas2595@example.com,"$78,251.78",27.96,bronze
CUST-00126,James Williams,F,58.0,04/23/2024,Austin,USA,james.williams126@example.com,"$84,965.68",50.57,gold
 CUST-02958 ,Matthew Wilson,F,18.0,29/09/2023,Dallas,USA,,"$50,604.72",178.69,silver
 CUST-02864 ,Charles Martin,M,52.0,10/29/2022,Chicago,Australia,,"$65,318.68",121.07,bronze
 CUST-02441 ,Joseph Gonzalez,m ,43.0,2021-04-18,chicago,USA,joseph.gonzalez2441@example.com,"$49,291.44",54.91,BRONZE
CUST-01391,David Miller,F,49.0,,Dallas,Canada,david.miller1391@example.com,"$56,158.77",348.5,GOLD
 CUST-01086 ,Michael Brown,female,22.0,"February 12, 2024",Los Angeles,Canada,michael.brown1086@example.com,"$64,713.43",186.9,gold
CUST-01327,David Davis,male,23.0,25-Apr-2021,San Antonio,Australia,david.davis1327@example.com,"$67,073.19",215.27,BRONZE
 CUST-00746 ,Jennifer Moore,m ,35.0,"April 06, 2024",  Houston  ,United Kingdom,,"$70,985.15",38.8,Silver
CUST-01532,Thomas Anderson,F,42.0,"November 15, 2024",  Houston  ,Canada,thomas.anderson@@example..com,"$39,150.27",200.85,Gold
CUST-00363,Robert Wilson,MALE,62.0,,San Antonio,United Kingdom,robert.wilson363@example.com,"$51,928.25",,SILVER
2000,Thomas Hernandez,f ,42.0,03/04/2022,Chicago,Australia,,"$51,011.54",223.34,silver
1801,Daniel Martinez,male,25.0,2022-02-23,Chicago,Australia,,"$88,893.96",-179.24,silver
CUST-02795,Betty Martinez,MALE,51.0,11/12/2023,Houston,United Kingdom,betty.martinez2795@example.com,"$62,903.07",162.31,silver
